f.r.l.	[fururu]\n▪<i><font face='mono'>E.v.</font></i>\nbe frightened: <i><font color='#404040'>x. rre f.r.l. h.l.s.s. ayulsa dazua&nbsp;&nbsp;—<font size='1'>METHOD_REPLEKIA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
f.s.	[efusu]\n▪<i><font face='mono'>E.v</font></i>\nwhisper, murmur: <i><font color='#404040'>y.z.t. za rre vega f.s. t.k.d. ag zz t.k.d. tie hartes yor&nbsp;&nbsp;—<font size='1'>METHOD_METAFALICA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
f.w.r.	[fuuru]\n▪<i><font face='mono'>E.v.</font></i>\naccept\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
f.w.r.n.	[fuurun]\n▪<i><font face='mono'>E.v.</font></i>\nsurround, enfold: <i><font color='#404040'>x. rre govan en wefa sarla f.w.r.n. du dje&nbsp;&nbsp;—<font size='1'>METHOD_METAFALICA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
faf	[fafu]\n▪<i><font face='mono'>adj.</font></i>\nscary, frightening: <i><font color='#404040'>jenhah gyas faf morto&nbsp;&nbsp;—<font size='1'>Colors~SEN~Will This Flower Bloom? 	</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
faiy	[?]\n▪<i><font face='mono'>adj.</font></i>\nmomentary, transient\n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
faja	[fa^ja]\n▪<i><font face='mono'>v.</font></i>\nadvance, make progress (Note: It's used for indicating the advancing of an individual or small groups. For the advancing of large groups, "Zahha" it's used instead).\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
falfa	[?]\n▪<i><font face='mono'>n.</font></i>\npeace: <i><font color='#404040'>aiph yos delij zuieg en nedle eterne falfa&nbsp;&nbsp;—<font size='1'>EXEC_CHRONICLE KEY</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
famfa	[fanfa]\n▪<i><font face='mono'>v.</font></i>\nfly, flap wings: <i><font color='#404040'>Chs hymma en famfa der ciel&nbsp;&nbsp;—<font size='1'>EXEC_over.METHOD_SUBLIMATION/.~omness chs ciel sos infel</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
fanalea	[?]\n▪<i><font face='mono'>adj.</font></i>\nloudly, sonorously\n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
fandel	[fanderu]\n▪<i><font face='mono'>adj.</font></i>\nmany, in great numbers: <i><font color='#404040'>tasyue yorr yehar elle fandel hierle&nbsp;&nbsp;—<font size='1'>EXEC_HARMONIOUS_FUSION/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Metafalss Note\n
fane	[fa^ne]\n▪<i><font face='mono'>n.</font></i>\naffection, kindness, love: <i><font color='#404040'>wassee anw fane lusye&nbsp;&nbsp;—<font size='1'>EXEC_over.METHOD_SUBLIMATION/.~omness chs ciel sos infel</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
fatele	[fatere^]\n▪<i><font face='mono'>n.</font></i>\nfather: <i><font color='#404040'>Faura sonwe murfan anw fatele&nbsp;&nbsp;—<font size='1'>EXEC_HARMONIOUS</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Metafalss Note\n
fatere	[fa^tere]\n▪<i><font face='mono'>adv.</font></i>\nif not ~ then probably ~: <i><font color='#404040'>Wassee fatere gyajlee deata&nbsp;&nbsp;—<font size='1'>EXEC_over.METHOD_SUBLIMATION/.~omness chs ciel sos infel</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
fau	[fau]\n▪<i><font face='mono'>n.</font></i>\nbird (Note: not used for small birds): <i><font color='#404040'>der sacra rol fau ween leaff&nbsp;&nbsp;—<font size='1'>EXEC_HARMONIOUS_FUSION/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Metafalss Note\n
faura	[faura]\n▪<i><font face='mono'>n.</font></i>\nsmall/baby bird: <i><font color='#404040'>Hymmnos oz faura pomb na omnis den accrroad&nbsp;&nbsp;—<font size='1'>EXEC_HARMONIOUS_FUSION/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Metafalss Note\n
fayra	[faira]\n▪<i><font face='mono'>n.</font></i>\nfire, blaze: <i><font color='#404040'>Rrha ki ra briyante fayra&nbsp;&nbsp;—<font size='1'>EXEC_HIBERNATION/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
fedyya	[fidei^a]\n▪<i><font face='mono'>n.</font></i>\ntomorrow (Note: Can also mean "future"): <i><font color='#404040'>Nnoi fedyya murfan arsye yor&nbsp;&nbsp;—<font size='1'>The Heart Speaks</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
fee	[?]\n▪<i><font face='mono'>n.</font></i>\nwind: <i><font color='#404040'>Wee yea ra enne ar fee ar dor ar ciel&nbsp;&nbsp;—<font size='1'>EXEC_LINKER</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
ferda	[feruda]\n▪<i><font face='mono'>v.</font></i>\ndwell, live in: <i><font color='#404040'>Was au ga whai pauwel ferda enter whou na nedle sor&nbsp;&nbsp;—<font size='1'>EXEC_CHRONICLE KEY</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Metafalss Note\n
fernia	[fe^nya]\n▪<i><font face='mono'>v.</font></i>\nsmile: <i><font color='#404040'>was yea ra wael yorr uteu enw fernia&nbsp;&nbsp;—<font size='1'>EXEC_over.METHOD_SUBLIMATION/.~omness chs ciel sos infel</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
fhau	[?]\n▪<i><font face='mono'>noun</font></i>\nlight \n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
fhauri	[?]\n▪<i><font face='mono'>adjective</font></i>\nlight-borne \n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
fhyu	[hyufu]\n▪<i><font face='mono'>n.</font></i>\nwind: <i><font color='#404040'>sara dorn fhyu hymma&nbsp;&nbsp;—<font size='1'>Singing Hill</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
firanzia	[?]\n▪<i><font face='mono'>n.</font></i>\nend of the world\n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
firga	[?]\n▪<i><font face='mono'>noun</font></i>\npast \n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
firle	[firure]\n▪<i><font face='mono'>v.</font></i>\nfeel, sense: <i><font color='#404040'>yorr acra firle wael&nbsp;&nbsp;—<font size='1'>EXEC_HARMONIOUS_FUSION/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Metafalss Note\n
flare	[furare]\n▪<i><font face='mono'>v.</font></i>\nfloat, suspend (in the air)\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
flip	[furipu]\n▪<i><font face='mono'>v.</font></i>\nreverse, command for flip-flop conversion: <i><font color='#404040'>Ma num ra flip 0x1011001001 yor&nbsp;&nbsp;—<font size='1'>Singing Hill</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
fluy	[furyui]\n▪<i><font face='mono'>n.</font></i>\nspring, well: <i><font color='#404040'>art mea noes li fluy&nbsp;&nbsp;—<font size='1'>Colors~SEN~Will This Flower Bloom? 	</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
focs	[?]\n▪<i><font face='mono'>adj.</font></i>\ndeep, thick\n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
fogabe	[fo^geibu]\n▪<i><font face='mono'>v.</font></i>\nforgive, allow, pardon: <i><font color='#404040'>Was i ra presia fogabe marta presia fogabe marta&nbsp;&nbsp;—<font size='1'>Eternally Bonded</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
folten	[foruten]\n▪<i><font face='mono'>prep.</font></i>\nbefore (position/direction), in front of\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
forgandal	[fo^gandaru]\n▪<i><font face='mono'>Con.</font></i>\nBecause of...!: <i><font color='#404040'>wassee forgandal dauane keenis na nozess&nbsp;&nbsp;—<font size='1'>EXEC_over.METHOD_SUBLIMATION/.~omness chs ciel sos infel</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
forlindel	[fo^rinderu]\n▪<i><font face='mono'>n.</font></i>\nhead family of a village\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
forlinden	[fo^rinden]\n▪<i><font face='mono'>n.</font></i>\nvillage\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
foul	[fouru]\n▪<i><font face='mono'>n.</font></i>\nwonder, miracle, mystery: <i><font color='#404040'>Wee yea ra ene foul enrer&nbsp;&nbsp;—<font size='1'>Singing Hill</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
fountaina	[faunteina]\n▪<i><font face='mono'>v./adj.</font></i>\nfill up, cover, hide (Note: It can also be used as an adjective to indicate the amount and scope of something): <i><font color='#404040'>fountaina yor der rudje&nbsp;&nbsp;—<font size='1'>EXEC_HARMONIOUS_FUSION/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
fowrlle	[fowa^ru]\n▪<i><font face='mono'>v./n.</font></i>\ncomfort, heal, relaxation: <i><font color='#404040'>Was ki ga fowrlle yor&nbsp;&nbsp;—<font size='1'>EXEC_HARMONIOUS_FUSION/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
frawr	[ra^wa]\n▪<i><font face='mono'>n.</font></i>\nflower: <i><font color='#404040'>chs frawr&nbsp;&nbsp;—<font size='1'>Singing Hill</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
frawrle	[rawa^ru]\n▪<i><font face='mono'>n.</font></i>\nspring (season)\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
frissoner	[furissonea]\n▪<i><font face='mono'>v.</font></i>\nshiver: <i><font color='#404040'>Rrha ki ra frissoner mea spiritum&nbsp;&nbsp;—<font size='1'>EXEC_SOL=FAGE/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
frreie	[?]\n▪<i><font face='mono'>v.</font></i>\nrelease: <i><font color='#404040'>Was yea ra frreie yor wart en chs manaf an yor&nbsp;&nbsp;—<font size='1'>EXEC_LINKER</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
fs	[fusu]\n▪<i><font face='mono'>n.</font></i>\nbreeze (when it has an "E" emotion vowel in front, its meaning changes to "whisper").\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
ftt	[futsu]\n▪<i><font face='mono'>v.</font></i>\nvanish: <i><font color='#404040'>Gat fusya en ciel ftt&nbsp;&nbsp;—<font size='1'>EXEC_VIENA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
fulual	[furuaru]\n▪<i><font face='mono'>v.</font></i>\ncome true (wish): <i><font color='#404040'>fulual 1 dornpica art 1 walasye enne&nbsp;&nbsp;—<font size='1'>EXEC_HIBERNATION/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
fusya	[fu^sha]\n▪<i><font face='mono'>v.</font></i>\nwrap: <i><font color='#404040'>irs jam inferiare yor yehar jyel fusya&nbsp;&nbsp;—<font size='1'>Singing Hill - Harmonics FRELIA </font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
futare	[futa^re]\n▪<i><font face='mono'>n.</font></i>\nfuture: <i><font color='#404040'>van futare parge iem&nbsp;&nbsp;—<font size='1'>EXEC_VIENA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
fwal	[fuwaru]\n▪<i><font face='mono'>n./v.</font></i>\nwing, advance, transport: <i><font color='#404040'>Was yea ra chs mea yor en fwal&nbsp;&nbsp;—<font size='1'>Singing Hill</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
fwilla	\n▪<i><font face='mono'>n.</font></i>\ndrop, droplet: <i><font color='#404040'>fwilla selena yasra sarla&nbsp;&nbsp;—<font size='1'>Colors~SEN~Will This Flower Bloom? 	</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> \n
fwillra	[fira]\n▪<i><font face='mono'>n.</font></i>\nfeather, plumage, petal (Note: contrary to "fwal", which means "wings", "fwirlla" only refers to the feathers and plumage): <i><font color='#404040'>sash fwillra ween papana&nbsp;&nbsp;—<font size='1'>EXEC_SPHILIA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
g.k.n.	[gatsun]\n▪<i><font face='mono'>E.v.</font></i>\neat\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
g.v.w.	[?]\n▪<i><font face='mono'>E.v.</font></i>\nfight, battle: <i><font color='#404040'>s.l.y. yor sev x. rre yorr g.v.w. en x.y.n.&nbsp;&nbsp;—<font size='1'>METHOD_METAFALICA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Pastalie [Unofficial]\n
g.w.f.r.	[guufuru]\n▪<i><font face='mono'>E.v.</font></i>\njudge\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
g.w.n.	[?]\n▪<i><font face='mono'>Emotion Verb</font></i>\nlead, guide \n\n<b>&lt;DIALECT&gt;</b> Pastalie [Unofficial]\n
ga	[ga]\n▪<i><font face='mono'>E.s. III</font></i>\nI want this to end soon: <i><font color='#404040'>Ma ki ga ks maya yor syec&nbsp;&nbsp;—<font size='1'>Singing Hill</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
gagis	[gyagisu]\n▪<i><font face='mono'>E.s. III</font></i>\nI'm all right like this: <i><font color='#404040'>Rrha i gagis guatrz gyas&nbsp;&nbsp;—<font size='1'>EXEC_HIBERNATION/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Metafalss Note\n
ganna	[gana]\n▪<i><font face='mono'>adj./n.</font></i>\nstrong, stubborn, solid, stone, rock (Note: It's normally used to indicate the hardness of a material or the stubbornness of a mind. As a noun, it means "rock" and "stone"): <i><font color='#404040'>cest yor vianchiel ween ganna shell&nbsp;&nbsp;—<font size='1'>EXEC_SPHILIA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
garlden	[garuden]\n▪<i><font face='mono'>n.</font></i>\ntown\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
gasar	[gasaru]\n▪<i><font face='mono'>n.</font></i>\ndoll, stuffed animal\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
gat	[gatto]\n▪<i><font face='mono'>n.</font></i>\ncurse: <i><font color='#404040'>Ciel fusya en gat ftt&nbsp;&nbsp;—<font size='1'>EXEC_VIENA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
gatyunla	[gachunra]\n▪<i><font face='mono'>n.</font></i>\ncursed land, hell\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
gatyuny	[gachuni]\n▪<i><font face='mono'>n.</font></i>\ncurse\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
gaunji	[?]\n▪<i><font face='mono'>v.</font></i>\ntorment, torture: <i><font color='#404040'>en whai pauwel gaunji yasra whou na cenjue sor tou zuieg&nbsp;&nbsp;—<font size='1'>EXEC_CHRONICLE KEY</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
gauto	[?]\n▪<i><font face='mono'>noun</font></i>\ndark skies, overcast, dark clouds \n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
gauv	[?]\n▪<i><font face='mono'>n.</font></i>\nsin, blame\n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
gauzewiga	[gaunze^vi^ga]\n▪<i><font face='mono'>v.</font></i>\ndespair: <i><font color='#404040'>Harr re heighte der gauzewiga oz ciel&nbsp;&nbsp;—<font size='1'>EXEC_METAFALICA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Metafalss Note\n
gaya	[gaya]\n▪<i><font face='mono'>E.s. III</font></i>\nI never want to go back to how I was before: <i><font color='#404040'>Rrha cyuie gaya na ieeya crushue anw dornpica rhaplanca&nbsp;&nbsp;—<font size='1'>EXEC_HIBERNATION/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
geeow	[gio]\n▪<i><font face='mono'>n./v.</font></i>\noath, vow, resolve\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
getrra	[gettora]\n▪<i><font face='mono'>adj.</font></i>\ndirty, impure: <i><font color='#404040'>Rrha ki ra hymme PAJA yor getrra en gott wi gyas&nbsp;&nbsp;—<font size='1'>EXEC_PURGER/.#Aurica extracting</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
gfine	[?]\n▪<i><font face='mono'>noun</font></i>\ntime \n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
gigeadeth	[gigadeisu]\n▪<i><font face='mono'>adj./n.</font></i>\nsteel, iron (Note: It can be used both as an adjective and a noun): <i><font color='#404040'>Ween colgen fayra Race mea wis gigeadeth zeeth tie yor&nbsp;&nbsp;—<font size='1'>EXEC_DESPEDIA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
giue	[?]\n▪<i><font face='mono'>n.</font></i>\nbody: <i><font color='#404040'>Wee ki ra araus tes soare en giue mea iem&nbsp;&nbsp;—<font size='1'>EXEC_CHRONICLE KEY</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
giz	[?]\n▪<i><font face='mono'>n./v.</font></i>\nfear, dread, terror: <i><font color='#404040'>vega ouvyu giz sphaela&nbsp;&nbsp;—<font size='1'>METHOD_REPLEKIA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
gkgul	[gukkuru]\n▪<i><font face='mono'>adj.</font></i>\ncracked: <i><font color='#404040'>x. rre rhaplanca t.n.m.n. poe ess gkgul doodu&nbsp;&nbsp;—<font size='1'>METHOD_METAFALICA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
glansee	[guranzui]\n▪<i><font face='mono'>adj.</font></i>\ndivine, exalted (Note: adding "LYA" before it changes its meaning to "God").: <i><font color='#404040'>x. rre urgn zz t.k.d. ut glansee&nbsp;&nbsp;—<font size='1'>EXEC_over.METHOD_SUBLIMATION/.~omness chs ciel sos infel</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
glasden	[gurasuden]\n▪<i><font face='mono'>adj.</font></i>\nhighest, supreme, most: <i><font color='#404040'>Was yea ra chs hymmnos la glasden yehah&nbsp;&nbsp;—<font size='1'>EXEC_SOL=FAGE/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Metafalss Note\n
goa	[goa]\n▪<i><font face='mono'>conj.</font></i>\nonly ~ (it's used in the same way as the English "only"): <i><font color='#404040'>x. harr v.t. goa balduo sphaela&nbsp;&nbsp;—<font size='1'>METHOD_REPLEKIA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
gool	[gu^ru]\n▪<i><font face='mono'>adjective</font></i>\nstarved, parched \n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
got	[gotto]\n▪<i><font face='mono'>v.</font></i>\nget, obtain: <i><font color='#404040'>Rrha yea ra rinc en echrra yor rre walasye jyel got ieeya&nbsp;&nbsp;—<font size='1'>Singing Hill - Harmonics FRELIA </font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
gott	[gotto]\n▪<i><font face='mono'>v</font></i>\nGet off! Go away! (dirty feeling): <i><font color='#404040'>Rrha ki ra hymme PAJA yor getrra en gott wi gyas&nbsp;&nbsp;—<font size='1'>EXEC_PURGER/.#Aurica extracting</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
govan	[?]\n▪<i><font face='mono'>adj.</font></i>\nviolent, excited, vehement, intense: <i><font color='#404040'>x. rre govan en wefa sarla f.w.r.n. du dje&nbsp;&nbsp;—<font size='1'>METHOD_METAFALICA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Pastalie [Unofficial]\n
govaz	[go^vazu]\n▪<i><font face='mono'>n.</font></i>\nfiancee\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
gral	[guraru]\n▪<i><font face='mono'>adj.</font></i>\nall of, entire\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
gran	[guran]\n▪<i><font face='mono'>v.</font></i>\nopen the curtain: <i><font color='#404040'>Rrha ki ga gran wael wassa&nbsp;&nbsp;—<font size='1'>EXEC_SOL=FAGE/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
grandee	[gurandeie^]\n▪<i><font face='mono'>n.</font></i>\nguardian: <i><font color='#404040'>Wee ki ra chs Chronicle Key en grandee sos dius yor&nbsp;&nbsp;—<font size='1'>EXEC_CHRONICLE KEY</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Metafalss Note\n
grandus	[gurandousu]\n▪<i><font face='mono'>v.</font></i>\ndefend, protect: <i><font color='#404040'>Forgandal ar dius near grandus mea der dilete&nbsp;&nbsp;—<font size='1'>Singing Hill - Harmonics FRELIA </font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Metafalss Note\n
granme	[guranme]\n▪<i><font face='mono'>E.s. II</font></i>\nWishing to protect someone, courage: <i><font color='#404040'>Den harr granme irs pitod enrer&nbsp;&nbsp;—<font size='1'>EXEC_METAFALICA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
grave	[gureivu]\n▪<i><font face='mono'>n.</font></i>\nmountain recesses, interior (of a building, etc.)\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
grlanza	[gurantsua]\n▪<i><font face='mono'>v.</font></i>\ndance: <i><font color='#404040'>chs plina en grlanza art fhyu&nbsp;&nbsp;—<font size='1'>EXEC_over.METHOD_SUBLIMATION/.~omness chs ciel sos infel</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
grow	[?]\n▪<i><font face='mono'>adjective</font></i>\ninsolent, arrogant \n\n<b>&lt;DIALECT&gt;</b> Unknown [Unofficial]\n
grrena	[gurena]\n▪<i><font face='mono'>adj./n.</font></i>\ngreen (Note: It can be used both as a noun and adjective. As a noun, it's used for non-green plants): <i><font color='#404040'>celetille burle bautifal grrena&nbsp;&nbsp;—<font size='1'>Colors~SEN~Will This Flower Bloom? 	</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
grruw	[guruu]\n▪<i><font face='mono'>v.</font></i>\nraise, grow up: <i><font color='#404040'>Was yea ra grruw heetha&nbsp;&nbsp;—<font size='1'>EXEC_HIBERNATION/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
guard	[guarudo]\n▪<i><font face='mono'>n.</font></i>\nprotection\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
guatrz	[go^tsu]\n▪<i><font face='mono'>n.</font></i>\nanger, hatred: <i><font color='#404040'>Rrha i ga guatrz gyas guatrz gyas&nbsp;&nbsp;—<font size='1'>EXEC_HIBERNATION/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
guaysu	[guaisu]\n▪<i><font face='mono'>v.</font></i>\nhang one's head (in shame, etc.): <i><font color='#404040'>Was nyasri ga hieg yorra guaysu&nbsp;&nbsp;—<font size='1'>EXEC_over.METHOD_SUBLIMATION/.~omness chs ciel sos infel</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
guol	[guoru]\n▪<i><font face='mono'>v.</font></i>\nclose (a door, etc.)\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
guwo	[guuo]\n▪<i><font face='mono'>E.s. II</font></i>\nanger, resentment: <i><font color='#404040'>faf mea guwo mea&nbsp;&nbsp;—<font size='1'>EXEC_SPHILIA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
gyaje	[gyajie]\n▪<i><font face='mono'>n.</font></i>\nerror, mistake: <i><font color='#404040'>Was ki ra na fogabe anw sial gyaje&nbsp;&nbsp;—<font size='1'>EXEC_over.METHOD_SUBLIMATION/.~omness chs ciel sos infel</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
gyajlee	[gyajiere]\n▪<i><font face='mono'>n.</font></i>\ncriminal, sinner: <i><font color='#404040'>Wassee fatere gyajlee deata&nbsp;&nbsp;—<font size='1'>EXEC_over.METHOD_SUBLIMATION/.~omness chs ciel sos infel</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
gyas	[gyasu]\n▪<i><font face='mono'>n.</font></i>\nevil spirit, bad component: <i><font color='#404040'>Rrha ki ra hymme PAJA yor getrra en gott wi gyas&nbsp;&nbsp;—<font size='1'>EXEC_PURGER/.#Aurica extracting</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
gyen	[jien]\n▪<i><font face='mono'>v.</font></i>\nspin, craft, create magic: <i><font color='#404040'>Was yea ra enne en crushue gyen METAFALICA ee sosar&nbsp;&nbsp;—<font size='1'>Singing Hill - Harmonics FRELIA </font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
gyenel	[jieneru]\n▪<i><font face='mono'>n.</font></i>\nwizard, mage, sorcerer\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
gyengyat	[jienjatto]\n▪<i><font face='mono'>v.</font></i>\ndevour, lustfully eat\n\n<b>&lt;DIALECT&gt;</b> Cult Ciel Note\n
gyuss	[gyusu]\n▪<i><font face='mono'>n.</font></i>\nembrace, hug: <i><font color='#404040'>Tasyue anw gyuss en yosyua yor&nbsp;&nbsp;—<font size='1'>EXEC_over.METHOD_SUBLIMATION/.~omness chs ciel sos infel</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
gyusya	[gyusha]\n▪<i><font face='mono'>v.</font></i>\nrule, control: <i><font color='#404040'>gott getrra dsier gyusya mea&nbsp;&nbsp;—<font size='1'>Colors~SEN~Will This Flower Bloom? 	</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> Central Standard Note\n
h.k.t.t.	[hakuto]\n▪<i><font face='mono'>E.v.</font></i>\nembrace, hug\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
h.l.s.s.	[furusu]\n▪<i><font face='mono'>E.v.</font></i>\ngrieve, sigh: <i><font color='#404040'>x. rre f.r.l. h.l.s.s. ayulsa dazua&nbsp;&nbsp;—<font size='1'>METHOD_REPLEKIA/.</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
h.m.m.r.	[fumuru]\n▪<i><font face='mono'>E.v.</font></i>\nsing: <i><font color='#404040'>h.m.m.r. et&nbsp;&nbsp;—<font size='1'>jy ra cc ci ce je xa jy r acc ci ce je xa rcc jy ra cc ar foul</font></font></i>\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
h.p.p.	[fupu]\n▪<i><font face='mono'>E.v.</font></i>\nthink, feel\n\n<b>&lt;DIALECT&gt;</b> New Testament of Pastalie\n
